State,Line Item,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25
Alabama,Maintenance,0.008454789,0.008710123,0.008973169,0.009244159,0.009523332,0.009810937,0.010157263,0.010515815,0.010887023,0.011271335,0.011669213,0.012140649,0.012631131,0.013141429,0.013672343,0.014224705,0.014799383,0.015397278,0.016019329,0.016666509,0.017424836,0.018217666,0.019046569,0.019913188,0.020819238
Alabama,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Alabama,Labor,0.177995553,0.181382987,0.18483296,0.188346566,0.191924917,0.195569139,0.199180307,0.202853101,0.206588379,0.210387004,0.214249841,0.218058734,0.22192457,0.225847712,0.229828495,0.233867234,0.23796421,0.24211968,0.246333864,0.250606953,0.2547691,0.258975816,0.263226231,0.267519381,0.271854196
Alabama,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Alabama,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Alabama,Electricity Cost,0.30183913,0.303060145,0.304282928,0.305507422,0.30673357,0.307961313,0.309035326,0.310105358,0.311171202,0.312232645,0.313289469,0.314169966,0.315037648,0.315892018,0.316732568,0.317558774,0.318370099,0.319165992,0.319945885,0.320709197,0.32124098,0.321743134,0.32221454,0.322654041,0.323060446
Alabama,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Alaska,Maintenance,0.011533498,0.01188181,0.01224064,0.012610308,0.012991139,0.013383471,0.013855908,0.014345021,0.014851401,0.015375655,0.015918416,0.01656152,0.017230605,0.017926722,0.018650961,0.01940446,0.0201884,0.021004012,0.021852574,0.022735418,0.023769879,0.024851409,0.025982148,0.027164335,0.028400313
Alaska,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Alaska,Labor,0.242810486,0.247431412,0.252137651,0.256930695,0.261812059,0.266783281,0.271709412,0.27671961,0.281815044,0.286996892,0.292266335,0.29746219,0.302735724,0.30808743,0.313517768,0.319027164,0.324616006,0.330284639,0.336033368,0.341862451,0.347540193,0.353278733,0.359076886,0.364933334,0.37084662
Alaska,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Alaska,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Alaska,Electricity Cost,0.536311957,0.538481472,0.54065413,0.542829828,0.545008465,0.547189935,0.549098256,0.550999504,0.55289331,0.554779297,0.556657078,0.558221556,0.559763265,0.561281323,0.562774824,0.564242838,0.565684412,0.567098564,0.568484289,0.569840553,0.570785432,0.571677667,0.572515267,0.573296178,0.574018285
Alaska,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Arizona,Maintenance,0.012827955,0.01321536,0.013614463,0.01402562,0.014449194,0.01488556,0.01541102,0.015955029,0.016518241,0.017101335,0.017705013,0.018420295,0.019164475,0.01993872,0.020744244,0.021582311,0.022454237,0.023361388,0.024305188,0.025287118,0.026437682,0.027640596,0.028898243,0.030213113,0.03158781
Arizona,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Arizona,Labor,0.270062219,0.275201773,0.280436215,0.285767204,0.291196425,0.29672559,0.302204604,0.307777119,0.313444437,0.319207868,0.325068724,0.330847734,0.336713141,0.342665493,0.348705303,0.354833044,0.361049147,0.367353997,0.373747932,0.380231239,0.386546221,0.392928824,0.39937773,0.405891474,0.412468435
Arizona,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Arizona,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Arizona,Electricity Cost,0.293983696,0.295172933,0.296363893,0.297556519,0.298750756,0.299946547,0.300992608,0.302034793,0.303072897,0.304106716,0.305136037,0.305993618,0.306838718,0.307670854,0.308489528,0.309294232,0.310084442,0.310859621,0.311619217,0.312362665,0.312880607,0.313369693,0.31382883,0.314256893,0.314652722
Arizona,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Arkansas,Maintenance,0.010787144,0.011112916,0.011448526,0.011794272,0.012150459,0.012517402,0.012959267,0.013416729,0.013890339,0.014380668,0.014888306,0.015489794,0.016115581,0.016766651,0.017444023,0.018148762,0.018881972,0.019644804,0.020438454,0.021264167,0.022231687,0.023243229,0.024300795,0.025406482,0.026562477
Arkansas,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Arkansas,Labor,0.227097775,0.231419672,0.235821362,0.24030424,0.244869721,0.249519246,0.254126599,0.258812577,0.263578277,0.268424798,0.273353246,0.278212868,0.283145141,0.288150529,0.29322946,0.298382333,0.30360951,0.308911316,0.314288034,0.319739906,0.325050231,0.33041742,0.335840364,0.34131783,0.346848456
Arkansas,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Arkansas,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Arkansas,Electricity Cost,0.228283696,0.22920716,0.230131962,0.231058058,0.231985405,0.232913958,0.233726244,0.234535519,0.235341626,0.236144405,0.236943692,0.237609619,0.238265855,0.238912023,0.239547739,0.240172606,0.240786219,0.241388159,0.241978,0.2425553,0.242957492,0.243337276,0.243693804,0.244026203,0.244333571
Arkansas,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
California,Maintenance,0.013994133,0.014416756,0.014852142,0.015300677,0.015762757,0.016238792,0.016812022,0.017405486,0.0180199,0.018656002,0.019314559,0.020094867,0.0209067,0.021751331,0.022630084,0.02354434,0.024495531,0.025485151,0.026514751,0.027585947,0.028841107,0.030153378,0.031525356,0.03295976,0.034459429
California,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
California,Labor,0.294613329,0.300220116,0.305930416,0.311746041,0.317668828,0.323700644,0.32967775,0.335756857,0.341939386,0.348226765,0.354620427,0.360924801,0.367323427,0.373816902,0.380405786,0.387090594,0.393871797,0.400749815,0.407725017,0.414797716,0.421686787,0.428649626,0.435684796,0.442790699,0.449965565
California,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
California,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
California,Electricity Cost,0.459423913,0.461282398,0.463143573,0.465007354,0.466873652,0.468742377,0.470377113,0.472005789,0.473628091,0.475243694,0.476852268,0.478192456,0.479513139,0.480813561,0.482092947,0.483350501,0.484585404,0.485796817,0.486983878,0.488145703,0.488955119,0.489719439,0.490436957,0.491105914,0.491724496
California,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Colorado,Maintenance,0.012944573,0.013335499,0.013738231,0.014153126,0.01458055,0.015020883,0.01555112,0.016100075,0.016668407,0.017256802,0.017865967,0.018587752,0.019338697,0.020119981,0.020932828,0.021778514,0.022658366,0.023573764,0.024526144,0.025517001,0.026678024,0.027891874,0.029160955,0.030487778,0.031874972
Colorado,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Colorado,Labor,0.27251733,0.277703607,0.282985635,0.288365088,0.293843666,0.299423096,0.304951919,0.310575093,0.316293932,0.322109758,0.328023895,0.333855441,0.33977417,0.345780634,0.351875352,0.358058799,0.364331412,0.370693579,0.377145641,0.383687887,0.390060278,0.396500904,0.403008436,0.409581397,0.416218148
Colorado,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Colorado,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Colorado,Electricity Cost,0.288032609,0.289197773,0.290364624,0.291533108,0.29270317,0.293874754,0.294899641,0.295920728,0.296937819,0.29795071,0.298959194,0.299799415,0.300627408,0.301442699,0.302244801,0.303033215,0.303807429,0.304566916,0.305311136,0.306039534,0.306546992,0.307026177,0.30747602,0.307895418,0.308283233
Colorado,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Connecticut,Maintenance,0.011778395,0.012134103,0.012500553,0.01287807,0.013266987,0.01366765,0.014150118,0.014649617,0.015166749,0.015702135,0.016256421,0.01691318,0.017596472,0.01830737,0.019046988,0.019816486,0.020617072,0.021450002,0.022316582,0.023218172,0.024274599,0.025379093,0.026533841,0.027741131,0.029003353
Connecticut,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Connecticut,Labor,0.247966219,0.252685264,0.257491434,0.262386251,0.267371263,0.272448042,0.277478773,0.282595355,0.287798983,0.293090861,0.298472192,0.303778374,0.309163884,0.314629226,0.32017487,0.32580125,0.331508762,0.337297761,0.343168556,0.349121411,0.354919712,0.360780102,0.36670137,0.372682172,0.378721017
Connecticut,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Connecticut,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Connecticut,Electricity Cost,0.53583587,0.53800346,0.540174188,0.542347955,0.544524658,0.546704192,0.548610819,0.550510379,0.552402504,0.554286816,0.55616293,0.55772602,0.55926636,0.560783071,0.562275246,0.563741957,0.565182251,0.566595148,0.567979643,0.569334703,0.570278742,0.571170185,0.572007042,0.57278726,0.573508726
Connecticut,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Delaware,Maintenance,0.010787144,0.011112916,0.011448526,0.011794272,0.012150459,0.012517402,0.012959267,0.013416729,0.013890339,0.014380668,0.014888306,0.015489794,0.016115581,0.016766651,0.017444023,0.018148762,0.018881972,0.019644804,0.020438454,0.021264167,0.022231687,0.023243229,0.024300795,0.025406482,0.026562477
Delaware,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Delaware,Labor,0.227097775,0.231419672,0.235821362,0.24030424,0.244869721,0.249519246,0.254126599,0.258812577,0.263578277,0.268424798,0.273353246,0.278212868,0.283145141,0.288150529,0.29322946,0.298382333,0.30360951,0.308911316,0.314288034,0.319739906,0.325050231,0.33041742,0.335840364,0.34131783,0.346848456
Delaware,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Delaware,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Delaware,Electricity Cost,0.297554348,0.29875803,0.299963454,0.301170566,0.302379308,0.303589622,0.304648389,0.305703231,0.306753945,0.30780032,0.308842142,0.30971014,0.310565504,0.311407747,0.312236365,0.313050842,0.31385065,0.314635244,0.315404066,0.316156543,0.316680777,0.317175803,0.317640516,0.318073779,0.318474415
Delaware,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
District of Columbia,Maintenance,0.016326489,0.016819549,0.017327499,0.017850789,0.018389883,0.018945258,0.019614025,0.0203064,0.021023216,0.021765336,0.022533652,0.023444012,0.02439115,0.025376552,0.026401765,0.027468396,0.02857812,0.029732676,0.030933876,0.032183604,0.033647958,0.03517894,0.036779582,0.038453053,0.040202667
District of Columbia,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
District of Columbia,Labor,0.343715551,0.350256802,0.356918819,0.363703714,0.370613632,0.377650751,0.384624042,0.391716333,0.398929284,0.406264559,0.413723831,0.421078935,0.428543998,0.436119719,0.44380675,0.451605693,0.459517096,0.467541451,0.475679187,0.483930668,0.491967918,0.50009123,0.508298929,0.516589149,0.524959826
District of Columbia,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
District of Columbia,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
District of Columbia,Electricity Cost,0.325167391,0.326482775,0.327800063,0.329119194,0.330440108,0.331762739,0.332919759,0.334072491,0.335220711,0.33636419,0.337502693,0.338451241,0.339385983,0.340306386,0.341211899,0.342101961,0.34297599,0.343833395,0.344673564,0.34549587,0.346068753,0.346609717,0.347117556,0.347591025,0.34802884
District of Columbia,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Florida,Maintenance,0.009865864,0.010163813,0.01047076,0.010786977,0.011112744,0.011448349,0.011852475,0.012270868,0.012704029,0.013152482,0.013616764,0.014166881,0.014739223,0.015334688,0.015954209,0.01659876,0.017269349,0.017967031,0.018692899,0.019448092,0.020332981,0.021258131,0.022225376,0.023236631,0.024293897
Florida,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Florida,Labor,0.207702397,0.211655182,0.215680943,0.219780959,0.223956524,0.228208954,0.232422814,0.236708584,0.241067267,0.245499869,0.250007401,0.254451985,0.258963016,0.263540916,0.268186079,0.272898869,0.277679617,0.28252862,0.287446137,0.29243239,0.297289185,0.302197986,0.307157781,0.312167443,0.317225723
Florida,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Florida,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Florida,Electricity Cost,0.281843478,0.282983606,0.284125384,0.28526876,0.286413681,0.28756009,0.288562954,0.289562101,0.290557337,0.291548463,0.292535277,0.293357445,0.294167646,0.294965418,0.295750285,0.296521758,0.297279336,0.298022503,0.298750732,0.299463478,0.299960032,0.30042892,0.300869097,0.301279483,0.301658965
Florida,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Georgia,Maintenance,0.006005815,0.006187191,0.006374044,0.00656654,0.00676485,0.006969148,0.007215159,0.007469854,0.00773354,0.008006534,0.008289165,0.008624047,0.008972459,0.009334946,0.009712078,0.010104446,0.010512665,0.010937377,0.011379247,0.011838969,0.012377642,0.012940825,0.013529632,0.01414523,0.014788838
Georgia,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Georgia,Labor,0.126438221,0.128844466,0.131295137,0.133791009,0.136332872,0.138921526,0.141486701,0.144095651,0.146748987,0.14944732,0.152191266,0.154896894,0.157642971,0.160429754,0.163257483,0.16612638,0.169036646,0.171988462,0.174981987,0.178017353,0.180973913,0.183962131,0.186981392,0.190031008,0.193110222
Georgia,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Georgia,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Georgia,Electricity Cost,0.269703261,0.270794278,0.271886875,0.272981001,0.274076605,0.275173634,0.2761333,0.277089409,0.278041776,0.27899021,0.279934518,0.280721271,0.281496573,0.282259982,0.283011041,0.283749284,0.284474229,0.285185385,0.285882246,0.286564291,0.287039456,0.287488147,0.287909364,0.288302073,0.288665209
Georgia,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Hawaii,Maintenance,0.011778395,0.012134103,0.012500553,0.01287807,0.013266987,0.01366765,0.014150118,0.014649617,0.015166749,0.015702135,0.016256421,0.01691318,0.017596472,0.01830737,0.019046988,0.019816486,0.020617072,0.021450002,0.022316582,0.023218172,0.024274599,0.025379093,0.026533841,0.027741131,0.029003353
Hawaii,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Hawaii,Labor,0.247966219,0.252685264,0.257491434,0.262386251,0.267371263,0.272448042,0.277478773,0.282595355,0.287798983,0.293090861,0.298472192,0.303778374,0.309163884,0.314629226,0.32017487,0.32580125,0.331508762,0.337297761,0.343168556,0.349121411,0.354919712,0.360780102,0.36670137,0.372682172,0.378721017
Hawaii,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Hawaii,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Hawaii,Electricity Cost,0.809109783,0.812382834,0.815660624,0.818943003,0.822229815,0.825520901,0.828399899,0.831268227,0.834125327,0.83697063,0.839803554,0.842163813,0.84448972,0.846779945,0.849033123,0.851247851,0.853422688,0.855556156,0.857646737,0.859692872,0.861118368,0.862464442,0.863728092,0.864906219,0.865995628
Hawaii,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Idaho,Maintenance,0.008454789,0.008710123,0.008973169,0.009244159,0.009523332,0.009810937,0.010157263,0.010515815,0.010887023,0.011271335,0.011669213,0.012140649,0.012631131,0.013141429,0.013672343,0.014224705,0.014799383,0.015397278,0.016019329,0.016666509,0.017424836,0.018217666,0.019046569,0.019913188,0.020819238
